SKU,Date,Forecasted_Demand,Remaining_Inventory,Stockout,Reorder_Triggered
p1,2023-07-21,9.146193702,18.483893223999992,False,True
p1,2023-07-21,9.146193702,9.337699521999992,False,True
p1,2023-07-22,6.439769356,2.897930165999992,False,True
p1,2023-07-22,6.439769356,0.0,True,True
p1,2023-07-22,6.439769356,0.0,True,True
p1,2023-07-23,8.297411056,0.0,True,True
p1,2023-07-23,8.297411056,0.0,True,True
p1,2023-07-23,8.297411056,0.0,True,True
p1,2023-07-24,7.720135488,0.0,True,True
p1,2023-07-24,7.720135488,0.0,True,True
p1,2023-07-24,7.720135488,0.0,True,True
p1,2023-07-25,8.569632301,73.73185441400001,True,False
p1,2023-07-25,8.569632301,65.16222211300001,False,False
p1,2023-07-25,8.569632301,56.592589812000014,False,False
p1,2023-07-26,8.529811382,48.062778430000016,False,False
p1,2023-07-26,8.529811382,39.53296704800002,False,True
p1,2023-07-26,8.529811382,31.00315566600002,False,True
p1,2023-07-27,8.414392382,22.588763284000017,False,True
p1,2023-07-27,8.414392382,14.174370902000016,False,True
p1,2023-07-27,8.414392382,5.759978520000015,False,True
p1,2023-07-28,9.068721126,0.0,True,True
p1,2023-07-28,9.068721126,0.0,True,True
p1,2023-07-28,9.068721126,0.0,True,True
p1,2023-07-29,6.36229678,0.0,True,True
p1,2023-07-29,6.36229678,0.0,True,True
p1,2023-07-29,6.36229678,0.0,True,True
p1,2023-07-30,8.21993848,0.0,True,True
p1,2023-07-30,8.21993848,0.0,True,True
p1,2023-07-30,8.21993848,0.0,True,True
p1,2023-07-31,7.642662912,79.46703295199998,True,False
p1,2023-07-31,7.642662912,71.82437003999998,False,False
p1,2023-07-31,7.642662912,64.18170712799997,False,False
p1,2023-08-01,8.492159725,55.68954740299997,False,False
p1,2023-08-01,8.492159725,47.19738767799997,False,False
p1,2023-08-01,8.492159725,38.70522795299997,False,True
p1,2023-08-02,8.452338806,30.25288914699997,False,True
p1,2023-08-02,8.452338806,21.80055034099997,False,True
p1,2023-08-02,8.452338806,13.348211534999969,False,True
p1,2023-08-03,8.336919807,5.01129172799997,False,True
p1,2023-08-03,8.336919807,0.0,True,True
p1,2023-08-03,8.336919807,0.0,True,True
p1,2023-08-04,8.99124855,0.0,True,True
p1,2023-08-04,8.99124855,0.0,True,True
p1,2023-08-04,8.99124855,0.0,True,True
p1,2023-08-05,6.284824204,0.0,True,True
p1,2023-08-05,6.284824204,0.0,True,True
p1,2023-08-05,6.284824204,0.0,True,True
p1,2023-08-06,8.142465904,80.29477204700004,True,False
p1,2023-08-06,8.142465904,72.15230614300003,False,False
p1,2023-08-06,8.142465904,64.00984023900003,False,False
p1,2023-08-07,7.565190336,56.44464990300003,False,False
p1,2023-08-07,7.565190336,48.879459567000026,False,False
p1,2023-08-07,7.565190336,41.314269231000026,False,True
p1,2023-08-08,8.414687149,32.89958208200002,False,True
p1,2023-08-08,8.414687149,24.48489493300002,False,True
p1,2023-08-08,8.414687149,16.07020778400002,False,True
p1,2023-08-09,8.37486623,7.695341554000018,False,True
p1,2023-08-09,8.37486623,0.0,True,True
p1,2023-08-09,8.37486623,0.0,True,True
p1,2023-08-10,8.259447231,0.0,True,True
p1,2023-08-10,8.259447231,0.0,True,True
p1,2023-08-10,8.259447231,0.0,True,True
p1,2023-08-11,8.913775974,0.0,True,True
p1,2023-08-11,8.913775974,0.0,True,True
p1,2023-08-11,8.913775974,0.0,True,True
p1,2023-08-12,6.207351628,77.68573076899997,True,False
p1,2023-08-12,6.207351628,71.47837914099998,False,False
p1,2023-08-12,6.207351628,65.27102751299998,False,False
p1,2023-08-13,8.064993328,57.20603418499998,False,False
p1,2023-08-13,8.064993328,49.14104085699998,False,False
p1,2023-08-13,8.064993328,41.07604752899998,False,True
p1,2023-08-14,7.48771776,33.58832976899998,False,True
p1,2023-08-14,7.48771776,26.100612008999978,False,True
p1,2023-08-14,7.48771776,18.61289424899998,False,True
p1,2023-08-15,8.337214573,10.275679675999978,False,True
p1,2023-08-15,8.337214573,1.9384651029999773,False,True
p1,2023-08-15,8.337214573,0.0,True,True
p1,2023-08-16,8.297393654,0.0,True,True
p1,2023-08-16,8.297393654,0.0,True,True
p1,2023-08-16,8.297393654,0.0,True,True
p1,2023-08-17,8.181974655,0.0,True,True
p1,2023-08-17,8.181974655,0.0,True,True
p1,2023-08-17,8.181974655,0.0,True,True
p1,2023-08-18,8.836303398,77.92395247100002,True,False
p1,2023-08-18,8.836303398,69.08764907300002,False,False
p1,2023-08-18,8.836303398,60.251345675000024,False,False
p1,2023-08-19,6.129879052,54.121466623000025,False,False
p1,2023-08-19,6.129879052,47.991587571000025,False,False
p1,2023-08-19,6.129879052,41.861708519000025,False,True
p1,2023-08-20,7.987520752,33.87418776700002,False,True
p1,2023-08-20,7.987520752,25.88666701500002,False,True
p1,2023-08-20,7.987520752,17.89914626300002,False,True
p1,2023-08-21,7.410245185,10.48890107800002,False,True
p1,2023-08-21,7.410245185,3.078655893000019,False,True
p1,2023-08-21,7.410245185,0.0,True,True
p1,2023-08-22,8.259741997,0.0,True,True
p1,2023-08-22,8.259741997,0.0,True,True
p1,2023-08-22,8.259741997,0.0,True,True
p1,2023-08-23,8.219921078,0.0,True,True
p1,2023-08-23,8.219921078,0.0,True,True
p1,2023-08-23,8.219921078,0.0,True,True
p1,2023-08-24,8.104502079,77.13829148099998,True,False
p1,2023-08-24,8.104502079,69.03378940199998,False,False
p1,2023-08-24,8.104502079,60.92928732299998,False,False
p1,2023-08-25,8.758830822,52.17045650099998,False,False
p1,2023-08-25,8.758830822,43.41162567899998,False,True
p1,2023-08-25,8.758830822,34.65279485699998,False,True
p1,2023-08-26,6.052406476,28.60038838099998,False,True
p1,2023-08-26,6.052406476,22.54798190499998,False,True
p1,2023-08-26,6.052406476,16.495575428999977,False,True
p1,2023-08-27,7.910048176,8.585527252999977,False,True
p1,2023-08-27,7.910048176,0.6754790769999772,False,True
p1,2023-08-27,7.910048176,0.0,True,True
p1,2023-08-28,7.332772609,0.0,True,True
p1,2023-08-28,7.332772609,0.0,True,True
p1,2023-08-28,7.332772609,0.0,True,True
p1,2023-08-29,8.182269421,0.0,True,True
p1,2023-08-29,8.182269421,0.0,True,True
p1,2023-08-29,8.182269421,0.0,True,True
p1,2023-08-30,8.142448502,75.58837432100002,True,False
p1,2023-08-30,8.142448502,67.44592581900002,False,False
p1,2023-08-30,8.142448502,59.303477317000024,False,False
p1,2023-08-31,8.027029503,51.27644781400002,False,False
p1,2023-08-31,8.027029503,43.24941831100002,False,True
p1,2023-08-31,8.027029503,35.22238880800002,False,True
p1,2023-09-01,8.681358246,26.541030562000017,False,True
p1,2023-09-01,8.681358246,17.859672316000015,False,True
p1,2023-09-01,8.681358246,9.178314070000015,False,True
p1,2023-09-02,5.9749339,3.203380170000015,False,True
p1,2023-09-02,5.9749339,0.0,True,True
p1,2023-09-02,5.9749339,0.0,True,True
p1,2023-09-03,7.8325756,0.0,True,True
p1,2023-09-03,7.8325756,0.0,True,True
p1,2023-09-03,7.8325756,0.0,True,True
p1,2023-09-04,7.255300033,0.0,True,True
p1,2023-09-04,7.255300033,0.0,True,True
p1,2023-09-04,7.255300033,0.0,True,True
p1,2023-09-05,8.104796845,75.75058168899997,True,False
p1,2023-09-05,8.104796845,67.64578484399998,False,False
p1,2023-09-05,8.104796845,59.54098799899998,False,False
p1,2023-09-06,8.064975926,51.47601207299998,False,False
p1,2023-09-06,8.064975926,43.411036146999976,False,True
p1,2023-09-06,8.064975926,35.34606022099997,False,True
p1,2023-09-07,7.949556927,27.396503293999974,False,True
p1,2023-09-07,7.949556927,19.446946366999974,False,True
p1,2023-09-07,7.949556927,11.497389439999974,False,True
p1,2023-09-08,8.60388567,2.893503769999974,False,True
p1,2023-09-08,8.60388567,0.0,True,True
p1,2023-09-08,8.60388567,0.0,True,True
p1,2023-09-09,5.897461324,0.0,True,True
p1,2023-09-09,5.897461324,0.0,True,True
p1,2023-09-09,5.897461324,0.0,True,True
p1,2023-09-10,7.755103024,0.0,True,True
p1,2023-09-10,7.755103024,0.0,True,True
p1,2023-09-10,7.755103024,0.0,True,True
p1,2023-09-11,7.177827457,75.58896385300002,True,False
p1,2023-09-11,7.177827457,68.41113639600002,False,False
p1,2023-09-11,7.177827457,61.23330893900002,False,False
p1,2023-09-12,8.027324269,53.20598467000002,False,False
p1,2023-09-12,8.027324269,45.17866040100002,False,True
p1,2023-09-12,8.027324269,37.151336132000026,False,True
p1,2023-09-13,7.98750335,29.163832782000025,False,True
p1,2023-09-13,7.98750335,21.176329432000024,False,True
p1,2023-09-13,7.98750335,13.188826082000023,False,True
p1,2023-09-14,7.872084351,5.316741731000024,False,True
p1,2023-09-14,7.872084351,0.0,True,True
p1,2023-09-14,7.872084351,0.0,True,True
p1,2023-09-15,8.526413094,0.0,True,True
p1,2023-09-15,8.526413094,0.0,True,True
p1,2023-09-15,8.526413094,0.0,True,True
p1,2023-09-16,5.819988748,0.0,True,True
p1,2023-09-16,5.819988748,0.0,True,True
p1,2023-09-16,5.819988748,0.0,True,True
p1,2023-09-17,7.677630448,73.82133959899997,True,False
p1,2023-09-17,7.677630448,66.14370915099997,False,False
p1,2023-09-17,7.677630448,58.466078702999965,False,False
p1,2023-09-18,7.100354881,51.365723821999964,False,False
p1,2023-09-18,7.100354881,44.26536894099996,False,True
p1,2023-09-18,7.100354881,37.16501405999996,False,True
p1,2023-09-19,7.949851693,29.215162366999962,False,True
p1,2023-09-19,7.949851693,21.265310673999963,False,True
p1,2023-09-19,7.949851693,13.315458980999964,False,True
p1,2023-09-20,7.910030774,5.4054282069999635,False,True
p1,2023-09-20,7.910030774,0.0,True,True
p1,2023-09-20,7.910030774,0.0,True,True
p1,2023-09-21,7.794611775,0.0,True,True
p1,2023-09-21,7.794611775,0.0,True,True
p1,2023-09-21,7.794611775,0.0,True,True
p1,2023-09-22,8.448940518,0.0,True,True
p1,2023-09-22,8.448940518,0.0,True,True
p1,2023-09-22,8.448940518,0.0,True,True
p1,2023-09-23,5.742516172,74.73463105900004,True,False
p1,2023-09-23,5.742516172,68.99211488700004,False,False
p1,2023-09-23,5.742516172,63.24959871500004,False,False
p1,2023-09-24,7.600157872,55.64944084300004,False,False
p1,2023-09-24,7.600157872,48.049282971000046,False,False
p1,2023-09-24,7.600157872,40.44912509900005,False,True
p1,2023-09-25,7.022882305,33.426242794000046,False,True
p1,2023-09-25,7.022882305,26.403360489000047,False,True
p1,2023-09-25,7.022882305,19.380478184000047,False,True
p1,2023-09-26,7.872379117,11.508099067000046,False,True
p1,2023-09-26,7.872379117,3.6357199500000457,False,True
p1,2023-09-26,7.872379117,0.0,True,True
p1,2023-09-27,7.832558198,0.0,True,True
p1,2023-09-27,7.832558198,0.0,True,True
p1,2023-09-27,7.832558198,0.0,True,True
p1,2023-09-28,7.717139199,0.0,True,True
p1,2023-09-28,7.717139199,0.0,True,True
p1,2023-09-28,7.717139199,0.0,True,True
p5,2023-07-01,11.67481076,124.32518924,False,False
p5,2023-07-01,11.67481076,112.65037848,False,False
p5,2023-07-01,11.67481076,100.97556772,False,False
p5,2023-07-02,10.60730934,90.36825838,False,False
p5,2023-07-02,10.60730934,79.76094904,False,False
p5,2023-07-02,10.60730934,69.1536397,False,False
p5,2023-07-03,9.645647045,59.507992654999995,False,False
p5,2023-07-03,9.645647045,49.86234560999999,False,False
p5,2023-07-03,9.645647045,40.21669856499999,False,False
p5,2023-07-04,11.26093856,28.955760004999988,False,False
p5,2023-07-04,11.26093856,17.694821444999988,False,True
p5,2023-07-04,11.26093856,6.4338828849999885,False,True
p5,2023-07-05,10.53009273,0.0,True,True
p5,2023-07-05,10.53009273,0.0,True,True
p5,2023-07-05,10.53009273,0.0,True,True
p5,2023-07-06,9.760377969,0.0,True,True
p5,2023-07-06,9.760377969,0.0,True,True
p5,2023-07-06,9.760377969,0.0,True,True
p5,2023-07-07,10.37601241,0.0,True,True
p5,2023-07-07,10.37601241,0.0,True,True
p5,2023-07-07,10.37601241,0.0,True,True
p5,2023-07-08,11.70836119,0.0,True,True
p5,2023-07-08,11.70836119,0.0,True,True
p5,2023-07-08,11.70836119,0.0,True,True
p5,2023-07-09,10.64085977,54.30517855500001,True,False
p5,2023-07-09,10.64085977,43.66431878500001,False,False
p5,2023-07-09,10.64085977,33.023459015000014,False,False
p5,2023-07-10,9.679197475,23.344261540000012,False,False
p5,2023-07-10,9.679197475,13.665064065000012,False,True
p5,2023-07-10,9.679197475,3.985866590000011,False,True
p5,2023-07-11,11.29448899,0.0,True,True
p5,2023-07-11,11.29448899,0.0,True,True
p5,2023-07-11,11.29448899,0.0,True,True
p5,2023-07-12,10.56364316,0.0,True,True
p5,2023-07-12,10.56364316,0.0,True,True
p5,2023-07-12,10.56364316,0.0,True,True
p5,2023-07-13,9.793928399,0.0,True,True
p5,2023-07-13,9.793928399,0.0,True,True
p5,2023-07-13,9.793928399,0.0,True,True
p5,2023-07-14,10.40956284,0.0,True,True
p5,2023-07-14,10.40956284,0.0,True,True
p5,2023-07-14,10.40956284,0.0,True,True
p5,2023-07-15,11.74191162,58.33493593499999,True,False
p5,2023-07-15,11.74191162,46.593024314999994,False,False
p5,2023-07-15,11.74191162,34.851112695,False,False
p5,2023-07-16,10.6744102,24.176702494999997,False,False
p5,2023-07-16,10.6744102,13.502292294999997,False,True
p5,2023-07-16,10.6744102,2.827882094999996,False,True
p5,2023-07-17,9.712747904,0.0,True,True
p5,2023-07-17,9.712747904,0.0,True,True
p5,2023-07-17,9.712747904,0.0,True,True
p5,2023-07-18,11.32803942,0.0,True,True
p5,2023-07-18,11.32803942,0.0,True,True
p5,2023-07-18,11.32803942,0.0,True,True
p5,2023-07-19,10.59719359,0.0,True,True
p5,2023-07-19,10.59719359,0.0,True,True
p5,2023-07-19,10.59719359,0.0,True,True
p5,2023-07-20,9.827478828,0.0,True,True
p5,2023-07-20,9.827478828,0.0,True,True
p5,2023-07-20,9.827478828,0.0,True,True
p5,2023-07-21,10.44311327,58.497707705,True,False
p5,2023-07-21,10.44311327,48.054594435000006,False,False
p5,2023-07-21,10.44311327,37.61148116500001,False,False
p5,2023-07-22,11.77546205,25.836019115000006,False,False
p5,2023-07-22,11.77546205,14.060557065000006,False,True
p5,2023-07-22,11.77546205,2.2850950150000067,False,True
p5,2023-07-23,10.70796063,0.0,True,True
p5,2023-07-23,10.70796063,0.0,True,True
p5,2023-07-23,10.70796063,0.0,True,True
p5,2023-07-24,9.746298334,0.0,True,True
p5,2023-07-24,9.746298334,0.0,True,True
p5,2023-07-24,9.746298334,0.0,True,True
p5,2023-07-25,11.36158985,0.0,True,True
p5,2023-07-25,11.36158985,0.0,True,True
p5,2023-07-25,11.36158985,0.0,True,True
p5,2023-07-26,10.63074401,0.0,True,True
p5,2023-07-26,10.63074401,0.0,True,True
p5,2023-07-26,10.63074401,0.0,True,True
p5,2023-07-27,9.861029258,57.939442934999995,True,False
p5,2023-07-27,9.861029258,48.07841367699999,False,False
p5,2023-07-27,9.861029258,38.21738441899999,False,False
p5,2023-07-28,10.4766637,27.74072071899999,False,False
p5,2023-07-28,10.4766637,17.264057018999992,False,True
p5,2023-07-28,10.4766637,6.787393318999992,False,True
p5,2023-07-29,11.80901248,0.0,True,True
p5,2023-07-29,11.80901248,0.0,True,True
p5,2023-07-29,11.80901248,0.0,True,True
p5,2023-07-30,10.74151106,0.0,True,True
p5,2023-07-30,10.74151106,0.0,True,True
p5,2023-07-30,10.74151106,0.0,True,True
p5,2023-07-31,9.779848763,0.0,True,True
p5,2023-07-31,9.779848763,0.0,True,True
p5,2023-07-31,9.779848763,0.0,True,True
p5,2023-08-01,11.39514027,0.0,True,True
p5,2023-08-01,11.39514027,0.0,True,True
p5,2023-08-01,11.39514027,0.0,True,True
p5,2023-08-02,10.66429444,54.73594298100001,True,False
p5,2023-08-02,10.66429444,44.07164854100001,False,False
p5,2023-08-02,10.66429444,33.40735410100001,False,False
p5,2023-08-03,9.894579687,23.51277441400001,False,False
p5,2023-08-03,9.894579687,13.61819472700001,False,True
p5,2023-08-03,9.894579687,3.723615040000009,False,True
p5,2023-08-04,10.51021413,0.0,True,True
p5,2023-08-04,10.51021413,0.0,True,True
p5,2023-08-04,10.51021413,0.0,True,True
p5,2023-08-05,11.84256291,0.0,True,True
p5,2023-08-05,11.84256291,0.0,True,True
p5,2023-08-05,11.84256291,0.0,True,True
p5,2023-08-06,10.77506148,0.0,True,True
p5,2023-08-06,10.77506148,0.0,True,True
p5,2023-08-06,10.77506148,0.0,True,True
p5,2023-08-07,9.813399193,0.0,True,True
p5,2023-08-07,9.813399193,0.0,True,True
p5,2023-08-07,9.813399193,0.0,True,True
p5,2023-08-08,11.4286907,58.38180527299999,True,False
p5,2023-08-08,11.4286907,46.95311457299999,False,False
p5,2023-08-08,11.4286907,35.52442387299999,False,False
p5,2023-08-09,10.69784487,24.82657900299999,False,False
p5,2023-08-09,10.69784487,14.128734132999988,False,True
p5,2023-08-09,10.69784487,3.4308892629999868,False,True
p5,2023-08-10,9.928130117,0.0,True,True
p5,2023-08-10,9.928130117,0.0,True,True
p5,2023-08-10,9.928130117,0.0,True,True
p5,2023-08-11,10.54376456,0.0,True,True
p5,2023-08-11,10.54376456,0.0,True,True
p5,2023-08-11,10.54376456,0.0,True,True
p5,2023-08-12,11.87611334,0.0,True,True
p5,2023-08-12,11.87611334,0.0,True,True
p5,2023-08-12,11.87611334,0.0,True,True
p5,2023-08-13,10.80861191,0.0,True,True
p5,2023-08-13,10.80861191,0.0,True,True
p5,2023-08-13,10.80861191,0.0,True,True
p5,2023-08-14,9.846949622,57.87126586700001,True,False
p5,2023-08-14,9.846949622,48.02431624500001,False,False
p5,2023-08-14,9.846949622,38.17736662300001,False,False
p5,2023-08-15,11.46224113,26.71512549300001,False,False
p5,2023-08-15,11.46224113,15.252884363000009,False,True
p5,2023-08-15,11.46224113,3.790643233000008,False,True
p5,2023-08-16,10.7313953,0.0,True,True
p5,2023-08-16,10.7313953,0.0,True,True
p5,2023-08-16,10.7313953,0.0,True,True
p5,2023-08-17,9.961680546,0.0,True,True
p5,2023-08-17,9.961680546,0.0,True,True
p5,2023-08-17,9.961680546,0.0,True,True
p5,2023-08-18,10.57731499,0.0,True,True
p5,2023-08-18,10.57731499,0.0,True,True
p5,2023-08-18,10.57731499,0.0,True,True
p5,2023-08-19,11.90966377,0.0,True,True
p5,2023-08-19,11.90966377,0.0,True,True
p5,2023-08-19,11.90966377,0.0,True,True
p5,2023-08-20,10.84216234,56.74711563699999,True,False
p5,2023-08-20,10.84216234,45.90495329699999,False,False
p5,2023-08-20,10.84216234,35.06279095699999,False,False
p5,2023-08-21,9.880500052,25.182290904999988,False,False
p5,2023-08-21,9.880500052,15.301790852999988,False,True
p5,2023-08-21,9.880500052,5.421290800999987,False,True
p5,2023-08-22,11.49579156,0.0,True,True
p5,2023-08-22,11.49579156,0.0,True,True
p5,2023-08-22,11.49579156,0.0,True,True
p5,2023-08-23,10.76494573,0.0,True,True
p5,2023-08-23,10.76494573,0.0,True,True
p5,2023-08-23,10.76494573,0.0,True,True
p5,2023-08-24,9.995230976,0.0,True,True
p5,2023-08-24,9.995230976,0.0,True,True
p5,2023-08-24,9.995230976,0.0,True,True
p5,2023-08-25,10.61086542,0.0,True,True
p5,2023-08-25,10.61086542,0.0,True,True
p5,2023-08-25,10.61086542,0.0,True,True
p5,2023-08-26,11.9432142,56.698209147000014,True,False
p5,2023-08-26,11.9432142,44.754994947000014,False,False
p5,2023-08-26,11.9432142,32.811780747000014,False,False
p5,2023-08-27,10.87571277,21.936067977000015,False,False
p5,2023-08-27,10.87571277,11.060355207000015,False,True
p5,2023-08-27,10.87571277,0.18464243700001504,False,True
p5,2023-08-28,9.914050481,0.0,True,True
p5,2023-08-28,9.914050481,0.0,True,True
p5,2023-08-28,9.914050481,0.0,True,True
p5,2023-08-29,11.52934199,0.0,True,True
p5,2023-08-29,11.52934199,0.0,True,True
p5,2023-08-29,11.52934199,0.0,True,True
p5,2023-08-30,10.79849616,0.0,True,True
p5,2023-08-30,10.79849616,0.0,True,True
p5,2023-08-30,10.79849616,0.0,True,True
p5,2023-08-31,10.02878141,0.0,True,True
p5,2023-08-31,10.02878141,0.0,True,True
p5,2023-08-31,10.02878141,0.0,True,True
p5,2023-09-01,10.64441585,60.939644792999985,True,False
p5,2023-09-01,10.64441585,50.295228942999984,False,False
p5,2023-09-01,10.64441585,39.65081309299998,False,False
p5,2023-09-02,11.97676463,27.674048462999984,False,False
p5,2023-09-02,11.97676463,15.697283832999984,False,True
p5,2023-09-02,11.97676463,3.7205192029999843,False,True
p5,2023-09-03,10.9092632,0.0,True,True
p5,2023-09-03,10.9092632,0.0,True,True
p5,2023-09-03,10.9092632,0.0,True,True
p5,2023-09-04,9.947600911,0.0,True,True
p5,2023-09-04,9.947600911,0.0,True,True
p5,2023-09-04,9.947600911,0.0,True,True
p5,2023-09-05,11.56289242,0.0,True,True
p5,2023-09-05,11.56289242,0.0,True,True
p5,2023-09-05,11.56289242,0.0,True,True
p5,2023-09-06,10.83204659,0.0,True,True
p5,2023-09-06,10.83204659,0.0,True,True
p5,2023-09-06,10.83204659,0.0,True,True
p5,2023-09-07,10.06233183,56.302716167000014,True,False
p5,2023-09-07,10.06233183,46.240384337000016,False,False
p5,2023-09-07,10.06233183,36.17805250700002,False,False
p5,2023-09-08,10.67796628,25.50008622700002,False,False
p5,2023-09-08,10.67796628,14.822119947000019,False,True
p5,2023-09-08,10.67796628,4.144153667000019,False,True
p5,2023-09-09,12.01031506,0.0,True,True
p5,2023-09-09,12.01031506,0.0,True,True
p5,2023-09-09,12.01031506,0.0,True,True
p5,2023-09-10,10.94281363,0.0,True,True
p5,2023-09-10,10.94281363,0.0,True,True
p5,2023-09-10,10.94281363,0.0,True,True
p5,2023-09-11,9.98115134,0.0,True,True
p5,2023-09-11,9.98115134,0.0,True,True
p5,2023-09-11,9.98115134,0.0,True,True
p5,2023-09-12,11.59644285,0.0,True,True
p5,2023-09-12,11.59644285,0.0,True,True
p5,2023-09-12,11.59644285,0.0,True,True
p5,2023-09-13,10.86559702,57.17788005299998,True,False
p5,2023-09-13,10.86559702,46.312283032999986,False,False
p5,2023-09-13,10.86559702,35.44668601299999,False,False
p5,2023-09-14,10.09588226,25.35080375299999,False,False
p5,2023-09-14,10.09588226,15.25492149299999,False,True
p5,2023-09-14,10.09588226,5.159039232999991,False,True
p5,2023-09-15,10.71151671,0.0,True,True
p5,2023-09-15,10.71151671,0.0,True,True
p5,2023-09-15,10.71151671,0.0,True,True
p5,2023-09-16,12.04386548,0.0,True,True
p5,2023-09-16,12.04386548,0.0,True,True
p5,2023-09-16,12.04386548,0.0,True,True
p5,2023-09-17,10.97636406,0.0,True,True
p5,2023-09-17,10.97636406,0.0,True,True
p5,2023-09-17,10.97636406,0.0,True,True
p5,2023-09-18,10.01470177,0.0,True,True
p5,2023-09-18,10.01470177,0.0,True,True
p5,2023-09-18,10.01470177,0.0,True,True
p5,2023-09-19,11.62999328,56.74507850700001,True,False
p5,2023-09-19,11.62999328,45.11508522700001,False,False
p5,2023-09-19,11.62999328,33.48509194700001,False,False
p5,2023-09-20,10.89914745,22.585944497000007,False,False
p5,2023-09-20,10.89914745,11.686797047000008,False,True
p5,2023-09-20,10.89914745,0.7876495970000086,False,True
p5,2023-09-21,10.12943269,0.0,True,True
p5,2023-09-21,10.12943269,0.0,True,True
p5,2023-09-21,10.12943269,0.0,True,True
p5,2023-09-22,10.74506714,0.0,True,True
p5,2023-09-22,10.74506714,0.0,True,True
p5,2023-09-22,10.74506714,0.0,True,True
p5,2023-09-23,12.07741591,0.0,True,True
p5,2023-09-23,12.07741591,0.0,True,True
p5,2023-09-23,12.07741591,0.0,True,True
p5,2023-09-24,11.00991449,0.0,True,True
p5,2023-09-24,11.00991449,0.0,True,True
p5,2023-09-24,11.00991449,0.0,True,True
p5,2023-09-25,10.0482522,60.313202952999994,True,False
p5,2023-09-25,10.0482522,50.264950752999994,False,False
p5,2023-09-25,10.0482522,40.21669855299999,False,False
p5,2023-09-26,11.66354371,28.553154842999994,False,False
p5,2023-09-26,11.66354371,16.889611132999995,False,True
p5,2023-09-26,11.66354371,5.226067422999995,False,True
p5,2023-09-27,10.93269788,0.0,True,True
p5,2023-09-27,10.93269788,0.0,True,True
p5,2023-09-27,10.93269788,0.0,True,True
p5,2023-09-28,10.16298312,0.0,True,True
p5,2023-09-28,10.16298312,0.0,True,True
